4
7,18|6,18|14,6|13,5|13,5|13,5|13,5|2,6|10,18|18,14|8,17|8,17|8,17|8,17|7,14|8,18|7,18|8,18|9,18|7,18|7,18|9,18|8,18|9,18|7,18|8,18|8,18|6,18|9,18|10,18|7,18|5,18|5,18|10,18|6,18|7,18|8,18|6,18|9,18|6,18|6,18|4,18|6,18|9,18|8,18|10,18|7,18|5,18|8,18|10,18|4,18|10,18|11,18|8,18|8,18|5,18|8,18|8,18|7,18|9,18|
6,18|8,18|14,6|13,5|13,5|13,5|13,5|2,6|6,18|0,14|2,14|2,14|4,14|3,14|18,13|5,18|5,18|10,18|8,18|10,18|10,18|10,18|4,18|10,18|7,18|5,18|6,18|6,18|5,18|10,18|9,18|5,18|6,18|9,18|6,18|6,18|5,18|6,18|6,18|4,18|4,18|8,18|8,18|9,18|9,18|16,0|18,0|9,1|9,1|9,1|9,1|9,1|7,1|7,18|8,18|7,18|6,18|9,18|10,18|6,18|
5,18|10,18|14,6|13,5|13,5|13,5|13,5|2,6|10,18|5,18|8,18|7,18|8,18|9,18|5,18|9,18|6,18|10,18|5,18|9,18|8,18|9,18|8,18|6,18|4,18|6,18|10,18|9,5|16,6|16,6|16,6|16,6|16,6|17,6|4,18|9,18|5,18|4,18|7,18|7,18|7,18|8,18|5,18|7,18|6,18|10,18|9,18|10,18|6,18|7,18|5,18|8,18|3,1|9,18|6,18|5,18|5,18|9,18|4,18|7,18|
4,18|8,18|14,6|13,5|13,5|13,5|13,5|2,6|10,18|9,18|8,18|9,18|4,18|9,18|6,18|5,18|5,18|4,18|7,18|9,18|4,18|9,18|4,18|5,18|10,18|6,18|7,18|14,6|13,5|13,5|13,5|13,5|18,6|13,5|12,5|10,18|10,18|4,18|9,18|5,18|10,18|7,18|6,18|5,18|10,18|4,18|6,18|8,18|9,18|9,18|4,18|7,18|3,1|6,18|6,18|6,18|7,18|7,18|10,18|10,18|
9,18|9,18|14,6|13,5|13,5|13,5|13,5|2,6|9,18|9,18|8,18|9,18|6,18|5,18|10,18|7,18|7,18|8,18|6,18|6,18|7,18|4,18|8,18|5,18|10,18|7,18|10,18|7,5|13,5|13,5|13,5|13,5|18,6|13,5|15,5|8,18|7,18|8,18|8,18|5,18|6,18|5,18|10,18|10,18|8,18|4,18|10,18|9,18|10,18|4,18|10,18|5,18|3,1|9,18|8,18|5,18|10,18|7,18|7,18|10,18|
5,18|6,18|14,6|13,5|13,5|13,5|13,5|2,6|7,18|8,18|9,18|9,18|5,18|9,18|5,18|10,18|6,18|8,18|6,18|7,18|5,18|10,18|8,18|7,18|5,18|6,18|8,18|8,18|9,6|9,6|9,6|9,6|9,6|9,6|9,18|5,18|8,18|8,18|6,18|5,18|8,18|5,18|6,18|9,18|4,18|4,18|8,18|10,18|9,18|10,18|6,18|10,18|3,1|8,18|10,18|5,18|7,18|9,18|5,18|4,18|
9,18|10,18|14,6|13,5|13,5|13,5|13,5|2,6|7,18|4,18|7,18|9,18|5,18|10,18|8,18|6,18|10,18|6,18|8,18|6,18|7,18|6,18|8,18|9,18|5,18|8,18|8,18|7,18|7,18|4,18|4,18|10,18|4,18|4,18|4,18|7,18|6,18|10,18|4,18|4,18|10,18|6,18|10,18|4,18|4,18|5,18|9,18|4,18|6,18|10,18|4,18|5,18|3,1|9,18|9,18|5,18|7,18|7,18|10,18|6,18|
6,18|6,18|14,6|13,5|13,5|13,5|13,5|2,6|10,18|4,18|7,18|6,18|9,18|10,18|8,18|9,18|6,18|9,18|6,18|9,18|5,18|8,18|4,18|8,18|8,18|6,18|8,18|10,18|8,18|9,18|4,18|10,18|7,18|7,18|8,18|8,18|6,18|5,18|9,18|9,18|10,18|6,18|11,18|5,18|4,18|7,18|10,18|7,18|6,18|9,18|5,18|4,18|3,1|6,18|5,18|10,18|7,18|5,18|5,18|7,18|
4,18|10,18|14,6|13,5|13,5|13,5|13,5|2,6|6,18|10,18|10,18|4,18|10,18|7,18|7,18|9,18|8,18|5,18|5,18|9,5|16,6|16,6|16,6|16,6|16,6|16,6|16,6|17,6|5,18|7,18|5,18|10,18|10,18|10,18|8,18|5,18|10,18|5,18|4,18|5,18|10,18|9,18|10,18|9,18|7,18|16,0|18,0|9,1|9,1|9,1|9,1|9,1|11,1|6,18|7,18|9,18|9,18|6,18|8,18|4,18|
6,18|9,18|14,6|13,5|13,5|13,5|13,5|2,6|4,18|5,18|4,18|10,18|8,18|5,18|8,18|5,18|4,18|10,18|5,18|3,6|13,5|13,5|13,5|13,5|13,5|13,5|13,5|14,5|5,13|7,18|5,18|5,18|6,18|10,18|10,18|8,18|7,18|8,18|7,18|7,18|10,18|4,18|4,18|9,18|4,18|9,18|5,18|8,18|10,18|8,18|6,18|10,18|7,18|5,18|5,18|9,18|9,18|6,18|4,18|10,18|
8,18|10,18|14,6|13,5|13,5|13,5|13,5|2,6|8,18|10,18|5,18|8,18|9,18|6,18|10,18|6,18|5,18|7,18|5,18|13,6|13,5|13,5|13,5|13,5|13,5|13,5|13,5|15,5|10,18|8,18|9,18|10,18|4,18|9,18|5,18|5,18|6,18|5,18|4,18|9,18|6,18|4,18|4,18|5,18|6,18|5,18|8,18|10,18|8,18|8,18|4,18|8,18|4,18|7,18|9,18|7,18|9,18|4,18|5,18|9,18|
7,18|9,18|9,6|9,6|9,6|9,6|9,6|9,6|5,18|9,18|5,18|9,18|10,18|9,18|5,18|10,18|9,18|10,18|8,18|4,18|9,6|9,6|9,6|9,6|9,6|9,6|9,6|10,18|4,18|7,18|5,18|6,18|7,18|5,18|5,18|5,18|7,18|10,18|9,18|6,18|7,18|6,18|10,18|5,18|4,18|10,18|6,18|6,18|10,18|10,18|9,18|6,18|6,18|4,18|4,18|5,18|10,18|5,18|10,18|7,18|
6,18|8,18|4,18|10,18|9,18|9,18|9,18|5,18|9,18|5,18|6,18|8,18|4,18|10,18|10,18|8,18|10,18|6,18|10,18|6,18|4,18|10,18|6,18|9,18|5,18|6,18|5,18|5,18|10,18|10,18|10,18|4,18|10,18|4,18|10,18|8,18|10,18|8,18|5,18|6,18|9,18|9,18|9,18|4,18|6,18|5,18|5,18|4,18|9,18|6,18|5,18|4,18|8,18|7,18|8,18|6,18|6,18|6,18|10,18|9,18|
8,18|4,18|9,18|7,18|6,18|4,18|5,18|4,18|8,18|10,18|15,14|6,15|4,15|6,15|6,15|6,14|7,18|6,18|10,18|5,18|6,18|6,18|5,18|5,18|5,18|10,18|5,18|9,18|7,18|9,18|7,18|5,18|5,18|10,18|4,18|4,18|5,18|5,18|8,18|6,18|7,18|5,18|7,18|8,18|7,18|9,18|10,18|8,18|4,18|10,18|10,18|9,18|6,18|10,18|9,18|6,18|5,18|6,18|6,18|7,18|
4,18|10,18|5,18|6,18|10,18|10,18|10,18|10,18|10,18|5,18|1,15|7,17|7,17|7,17|7,17|8,14|7,18|7,18|9,18|9,18|10,18|4,18|6,18|8,18|8,18|9,18|8,18|4,18|9,18|4,18|8,18|5,18|4,18|8,18|7,18|7,18|8,18|6,18|4,18|9,18|6,18|7,18|15,6|16,6|16,6|16,6|16,6|16,6|16,6|16,6|16,6|16,6|16,6|16,6|17,6|4,18|8,18|5,18|4,18|5,18|
9,18|10,18|6,18|9,18|7,18|7,18|8,18|5,18|10,18|4,18|1,15|7,17|7,17|7,17|7,17|7,14|5,18|4,18|7,18|7,18|7,18|10,18|6,18|7,18|6,18|10,18|5,18|4,18|9,18|10,18|15,14|6,15|4,15|6,15|5,15|6,14|8,18|4,18|10,18|7,18|5,18|9,18|3,6|13,5|13,5|13,5|13,5|13,5|13,5|13,5|13,5|13,5|13,5|13,5|2,6|10,18|9,18|8,18|9,18|5,18|
5,18|7,18|4,18|5,18|6,18|5,18|4,18|9,18|7,18|7,18|0,15|13,17|7,17|7,17|7,17|8,14|4,18|5,18|9,18|9,18|9,18|5,18|4,18|5,18|10,18|10,18|7,18|7,18|10,18|9,18|1,15|7,17|7,17|7,17|7,17|7,14|9,18|10,18|8,18|10,18|9,18|8,18|14,6|13,5|13,5|13,5|13,5|13,5|13,5|13,5|13,5|13,5|13,5|13,5|2,6|4,18|6,18|9,18|9,18|6,18|
4,18|7,18|8,18|7,18|10,18|9,18|7,18|7,18|6,18|6,18|1,15|13,17|7,17|7,17|7,17|9,14|10,18|5,18|10,18|8,18|9,18|10,18|5,18|7,18|7,18|8,18|8,18|9,18|10,18|4,18|18,14|10,17|7,17|7,17|7,17|9,14|6,18|10,18|7,18|7,18|4,18|10,18|9,6|9,6|9,6|9,6|9,6|9,6|9,6|9,6|9,6|9,6|9,6|9,6|9,6|7,18|4,18|7,18|8,18|9,18|
8,18|4,18|5,18|6,18|4,18|7,18|8,18|4,18|7,18|8,18|1,14|3,14|4,14|4,14|2,14|18,13|4,18|5,18|8,18|4,18|8,18|5,18|8,18|7,18|10,18|5,18|8,18|5,18|9,18|9,18|18,14|10,17|7,17|7,17|7,17|7,14|4,18|8,18|10,18|10,18|7,18|5,18|10,18|5,18|8,18|7,18|8,18|8,18|6,18|6,18|9,18|8,18|8,18|5,18|9,18|6,18|4,18|6,18|9,18|9,18|
10,18|9,18|7,18|8,18|10,18|4,18|7,18|8,18|8,18|5,18|10,18|5,18|7,18|10,18|6,18|5,18|10,18|4,18|10,18|10,18|4,18|7,18|10,18|9,18|6,18|5,18|10,18|7,18|4,18|10,18|1,15|7,17|7,17|7,17|7,17|8,14|10,18|4,18|4,18|6,18|5,18|4,18|4,18|5,18|10,18|10,18|7,18|5,18|10,18|5,18|4,18|8,18|7,18|4,18|8,18|10,18|6,18|5,18|5,18|5,18|
8,18|7,18|4,18|9,18|10,18|6,18|5,18|4,18|7,18|9,18|4,18|9,18|8,18|7,18|5,18|5,18|5,18|5,18|10,18|9,18|9,18|8,18|5,18|10,18|10,18|8,18|8,18|7,18|10,18|10,18|1,14|4,14|2,14|3,14|4,14|18,13|10,18|7,18|8,18|5,18|8,18|8,18|6,18|7,18|6,18|6,18|10,18|5,18|10,18|5,18|9,18|4,18|7,18|4,18|6,18|9,18|7,18|9,18|4,18|6,18|
5,18|5,18|4,18|5,18|7,18|8,18|8,18|5,18|10,18|4,18|4,18|7,18|4,18|5,18|7,18|9,18|9,18|9,18|9,18|4,18|6,18|4,18|8,18|4,18|8,18|9,18|10,18|8,18|8,18|5,18|9,18|9,18|7,18|9,18|5,18|5,18|6,18|5,18|4,18|8,18|8,18|8,18|6,18|4,18|8,18|4,18|10,18|8,18|8,18|4,18|10,18|4,18|9,18|5,18|7,18|5,18|4,18|8,18|4,18|7,18|
4,18|6,18|6,18|4,18|5,18|7,18|4,18|5,18|6,18|4,18|7,18|9,18|10,18|10,18|5,18|4,18|4,18|4,18|9,18|9,18|5,18|9,18|4,18|10,18|4,18|7,18|9,18|8,18|9,18|6,18|7,18|6,18|10,18|7,18|5,18|5,18|5,18|10,18|6,18|10,18|4,18|10,18|9,18|10,18|10,18|9,18|7,18|8,18|4,18|6,18|6,18|8,18|6,18|10,18|7,18|4,18|6,18|10,18|10,18|10,18|
9,18|7,18|7,18|5,18|5,18|5,18|6,18|7,18|4,18|9,18|7,18|5,18|13,17|6,18|7,18|8,18|5,18|5,18|8,18|8,18|5,18|6,18|6,18|5,18|4,18|10,18|6,18|7,18|7,18|9,18|4,18|10,18|10,18|6,18|7,18|7,18|6,18|10,18|5,18|6,18|4,18|6,18|8,18|8,18|10,18|7,18|7,18|5,18|8,18|9,18|8,18|7,18|5,18|6,18|6,18|10,18|5,18|10,18|9,18|6,18|
